1 2950168
2 1302723
3 964528
4 655560
5 535168
6 491639
7 411775
8 336034
9 322717
10 266356
11 463905
12 679025
13 357764
14 363329
15 491288
16 497023
17 364156
18 416500
19 380453
20 414998
21 355539
22 354817
23 397186
24 375133
25 350753
26 332809
27 316272
28 284386
29 303398
30 304774
